Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s)
01/01/2012;1.1;0;17.5;23;20.16;19;94;.666667
02/01/2012;.5;1.1;65.2;24.6;19.6;17.4;93.5;.333333
03/01/2012;.8;8.7;28.4;29.4;20.68;16.2;77.75;1.333.333
04/01/2012;3;11.1;2.8;30.2;21.68;15.2;66.25;1.533.333
05/01/2012;5.2;9.6;0;30.4;21.96;13.2;63.25;.666667
06/01/2012;4;4.5;.2;27.6;20.16;16.4;84.25;1.866.667
07/01/2012;2.1;2.5;16;26.4;20.4;16.2;84.75;.333333
08/01/2012;2.2;1.7;0;26.8;19.88;16.6;86.5;.666667
09/01/2012;1.9;1.8;6.6;26.8;20.6;16.8;79;1.533.333
10/01/2012;2;.5;7.8;21.8;18.76;16.8;94.25;.666667
11/01/2012;1;.3;7.9;22.4;18.96;16.4;90.25;.5
12/01/2012;1;4.6;5.8;27.2;20.48;16;81.5;.5
13/01/2012;2.8;5.9;0;27.4;20.68;17.4;85.25;1.733.333
14/01/2012;2.2;5.5;6.8;28.4;21.04;16.8;80.25;1.533.333
15/01/2012;2.8;2.4;5.5;27.8;21.4;18.4;90;1.333.333
16/01/2012;1.5;3.8;23;29;22.12;18.6;81.5;.666667
17/01/2012;2;1.5;36.2;27.2;19.44;16.8;87.75;.833333
18/01/2012;1.7;2.2;19.2;27.8;19.88;16.8;86.75;1.033.333
19/01/2012;2.2;3.5;4.7;27.2;20.04;16.4;87.75;.333333
20/01/2012;1.6;.7;9.9;26.2;20.6;17;83.5;.833333
21/01/2012;2.1;7.3;0;29.8;21.12;15.6;80.25;1
22/01/2012;3;6.2;6;28.6;20.76;16.8;77.25;.833333
23/01/2012;2.9;7.9;0;29.4;21.44;15.2;74.75;.833333
24/01/2012;3.4;10;2;30;22.24;15.8;68.25;1.366.667
25/01/2012;4.4;9.5;0;30.2;22.88;17;67.75;1.533.333
26/01/2012;4.3;8.9;0;30;22.32;16.4;72.75;1.2
27/01/2012;3;3.4;0;26.2;20.92;18;83.5;1.166.667
28/01/2012;1.5;1.7;32.4;24.4;19.28;16.8;92.5;.5
29/01/2012;.9;5.3;9.4;26.6;19.8;16.8;82.5;1.166.667
30/01/2012;2.1;10.4;19.6;28;20.16;14.2;73;1
31/01/2012;4.3;7.9;0;29;20.76;14.2;75.75;1.033.333
01/02/2012;4;7.5;10;27;21.56;17.4;75.75;2.4
02/02/2012;3.5;9.8;.4;29.8;23.08;15.2;64;1.166.667
03/02/2012;6.3;11.2;0;30.4;23.36;16;57.25;1.9
04/02/2012;5.8;11.7;0;30;23;15.8;55;1.866.667
05/02/2012;6.3;11.8;0;29.8;21.36;13.4;64;1.366.667
06/02/2012;5.6;11.1;0;31.2;23.04;14.2;64.75;.666667
07/02/2012;6;9.4;0;32.2;23.04;17.2;73.25;1.366.667
08/02/2012;5;10.4;0;32.6;22.92;14.6;64.25;1
09/02/2012;4.7;8;0;31.8;24.24;16.6;65.25;.333333
10/02/2012;4.1;5;.4;29.6;23.48;20;79;1.166.667
11/02/2012;2.4;2.2;25.8;25.4;21.24;18;86.5;.5
12/02/2012;1.5;1;7.6;25.6;20.76;18.2;94.75;.166667
13/02/2012;.7;.8;9.8;23.8;19.84;17.6;92.25;.666667
14/02/2012;.5;9;14.8;29.4;21.2;15.8;76.5;1.533.333
15/02/2012;3.4;9;0;30.6;20.3;14.4;82.75;1.533.333
16/02/2012;2.6;9.5;10.9;29.6;21.16;14.6;74.25;.333333
17/02/2012;3.7;8.8;0;29.6;22.12;15.8;74.75;1.366.667
18/02/2012;2.8;9.9;0;28.8;21.68;15.4;72.75;.866667
19/02/2012;4.7;1.5;0;27;21.12;16.2;81.75;.666667
20/02/2012;2.5;8.7;0;29.2;22.68;16;69.75;1.2
21/02/2012;5;6.9;0;29.2;21.6;17;74;.5
22/02/2012;4.2;6.4;0;28;21.48;17.4;77.75;1.166.667
23/02/2012;2.6;3.2;10.8;27;21.96;18;85.75;.666667
24/02/2012;2.4;9.3;0;31.6;23.04;17;80;.333333
25/02/2012;3.6;9.4;6.5;31;23.2;18.6;79;.833333
26/02/2012;3.5;9.6;0;30.6;23.76;18.8;72.75;.166667
27/02/2012;4;10.7;0;32.2;24.36;18;66.5;.833333
28/02/2012;4.5;11.4;0;31.6;22.72;16.2;67.25;.5
29/02/2012;5.2;11.5;0;32.4;23.36;15.2;66.75;.666667
01/03/2012;5.1;11.7;0;33;23.52;15.2;69;.5
02/03/2012;4.2;9.6;0;33;22.88;15.8;68.25;.166667
03/03/2012;4.3;6;0;30.4;21.44;16.2;89.5;1.533.333
04/03/2012;1.6;4.9;11.8;29.2;21.16;16;84.25;.666667
05/03/2012;2.1;10.8;0;30.2;22.64;15;69.25;1.2
06/03/2012;4.4;8.1;0;30.4;21.12;14.4;71.5;.333333
07/03/2012;3.6;10.4;5.2;29;20.8;13;66.75;.5
08/03/2012;4.3;10.7;0;29.8;21.56;14.6;66.25;.833333
09/03/2012;4;10;0;31.4;22.02;14.2;64.5;.5
10/03/2012;4;4.6;0;28.2;20.08;15.2;88.5;.7
11/03/2012;1.7;4.4;6.6;29.4;20.24;15.8;89.75;1.2
12/03/2012;1.5;8.1;2;29.2;21.76;15.8;76;.166667
13/03/2012;3.1;5.4;0;27.6;21.12;16;83.25;.833333
14/03/2012;1.9;8.6;1.6;28.8;21.88;15.2;76.75;.333333
15/03/2012;2.9;10;0;30.4;23.08;17.8;73.25;2.233.333
16/03/2012;3.4;3.4;28.6;27.2;21.02;17.8;93.75;1
17/03/2012;1.1;4;25.1;26.6;20.68;16.2;79;1.2
18/03/2012;2.3;10.5;0;28.2;20.4;14;66.25;1.366.667
19/03/2012;3.6;5.8;0;25.2;19.32;13;76.25;.5
20/03/2012;2.6;5.2;0;27.6;20.6;16.6;77.25;.5
21/03/2012;2.7;10.2;0;28.6;20.8;14.6;76.25;.5
22/03/2012;3.1;8.2;0;30.2;21.48;15.6;77.5;1.566.667
23/03/2012;3.1;5.1;.2;27.4;20.68;17.6;84.75;1
24/03/2012;2.4;4.5;9.6;27.2;21.32;17.4;84.5;1
25/03/2012;1.9;8.9;12.6;29.6;22.44;18;76.5;1.033.333
26/03/2012;3.1;10.3;0;29.6;21.6;15;75.75;.666667
27/03/2012;3.7;5.4;0;29.6;21.72;16.2;79.75;.166667
28/03/2012;2.9;2.2;0;27;21.04;17.8;80;1.366.667
29/03/2012;2.1;4.5;15.4;26;20.32;16.4;84.25;1.033.333
30/03/2012;2.1;4.9;0;27;20.12;15.2;80.75;1.2
31/03/2012;2.2;10.2;.3;29.2;20.72;14.6;71.5;1.166.667
01/04/2012;3.3;9.2;0;28.4;20.24;13.8;69.75;.5
02/04/2012;3;10.1;0;29.2;19.8;13.2;79;.866667
03/04/2012;2.9;6.7;0;27.4;20.2;12.8;75;1.033.333
04/04/2012;2.6;10.1;0;28.8;20.56;14.4;77.5;.866667
05/04/2012;3.3;10;0;29.8;22;14.8;72.25;.833333
06/04/2012;3.7;3.5;0;27;20.62;16.8;90.5;.333333
07/04/2012;1.7;8.3;4.5;29.8;22.76;17.8;72;1.166.667
08/04/2012;3.1;7.9;.2;28.8;21.76;17.6;78.25;.833333
09/04/2012;2.7;7.1;0;28;21.52;16.2;75;.333333
10/04/2012;3;8.9;0;28.6;19.84;13.2;82.5;.666667
11/04/2012;2.4;8.4;5.4;28;19.56;13.8;82.75;.666667
12/04/2012;2.7;9.3;0;28.8;21.36;14.2;74.5;.5
13/04/2012;3.3;7.6;0;28.8;22.36;17.6;73;.5
14/04/2012;3.1;7.8;0;29;21.88;17.2;78.5;.166667
15/04/2012;2.7;4.9;0;28.4;21.2;17;88.75;1.533.333
16/04/2012;1.6;6.8;14.5;27.4;20.96;16.8;81.75;1.866.667
17/04/2012;2;9.8;5;27.2;19.56;14;78.25;1.2
18/04/2012;2.2;8.3;0;27.4;19.8;13.6;72.75;.666667
19/04/2012;2.5;9;0;26.8;17.88;12.4;80.75;.5
20/04/2012;2.3;6.5;0;26.2;17.72;10.6;83.5;.5
21/04/2012;2.2;2.4;0;26.2;18.56;15.2;87.25;1.033.333
22/04/2012;1.6;3.9;14.7;25.2;19.04;15.4;81;.7
23/04/2012;2.1;8.2;.2;26;19.52;14.2;78;.333333
24/04/2012;2.5;9.5;0;27.2;19.4;14.4;76.75;1.033.333
25/04/2012;2.8;8.9;0;27.6;18.16;11.2;82.25;.333333
26/04/2012;3.2;3.5;0;26.8;20.36;14.4;85.5;2.066.667
27/04/2012;2.4;2.5;28.6;25.6;20.92;18.6;86.5;1.7
28/04/2012;1.5;7;0;27.2;20.36;16.2;84.5;.666667
29/04/2012;2.1;.6;9;22.2;18.4;15.8;89.75;1.166.667
30/04/2012;1;.1;3;20;17.64;16.4;96.75;0
01/05/2012;.4;8.2;21;22.8;15.24;12.2;78.5;1.533.333
02/05/2012;2.8;10;0;23.4;14.44;6.8;75.75;.166667
03/05/2012;2.6;10.6;0;25.4;15.4;7.8;77.5;.333333
04/05/2012;2.8;9;0;25.4;16.16;7.6;78.75;.333333
05/05/2012;2.8;8.5;0;26.2;16.36;10.2;77.25;.833333
06/05/2012;3.5;8.1;0;25.6;15.68;10.2;88.5;1.7
07/05/2012;2.4;8.1;7.4;25;16.44;10.2;76.25;.333333
08/05/2012;2.7;2.5;0;21.8;14.84;11.2;88.75;0
09/05/2012;.9;6.8;.4;24;15.24;10.2;86.75;.333333
10/05/2012;1.8;6.4;0;24;16.08;10.4;85.5;.866667
11/05/2012;1.8;8.2;0;25.8;15.92;10.4;81.25;.866667
12/05/2012;2.7;.2;0;21.4;16.56;11.2;83.5;.333333
13/05/2012;1.6;2.9;0;23.8;17.6;12.6;82;.666667
14/05/2012;1.9;0;0;18.6;15.36;12.2;97.25;.5
15/05/2012;.3;0;30;17.2;15.24;13.6;88;.166667
16/05/2012;1;8.1;0;23.6;16.16;13;79.25;1.7
17/05/2012;2;7.1;0;22.2;14.52;8.6;78.25;1.033.333
18/05/2012;2.2;9.4;0;23.4;13.88;7.2;75.25;0
19/05/2012;2.5;9;0;24.2;14.2;5.4;74;1.2
20/05/2012;2.7;2.8;0;22.2;14.04;10;85.75;.333333
21/05/2012;1.4;8.5;0;22.8;13.36;7.4;83.75;.333333
22/05/2012;1.9;7.1;0;22.8;14.48;7.8;82;.5
23/05/2012;1.9;7.6;0;23;13.36;8;84.25;.666667
24/05/2012;2;3.7;0;21.8;13.36;7.2;91;.333333
25/05/2012;1.2;4.9;0;22.8;16.12;11.2;92.25;1.033.333
26/05/2012;1;5;4.8;24;17.36;13.6;86.75;.666667
27/05/2012;1.1;7.6;2.2;24.4;15.8;11.4;88.25;.333333
28/05/2012;1.4;7.1;0;26.4;17.4;10.6;84;.333333
29/05/2012;1.7;7.1;16.2;25.8;17.48;13.4;86.25;.666667
30/05/2012;1.7;7;0;27.2;17.04;11;83;.7
31/05/2012;2.1;8.8;0;27;17.44;10.4;81.25;.7
01/06/2012;2.6;2.4;0;23.4;17.68;12.6;90.5;.166667
02/06/2012;1.1;8.2;0;25.4;17.2;12.4;86;0
03/06/2012;1.8;6.9;0;26.2;17.08;11.8;84;1.033.333
04/06/2012;2;8.4;0;26.6;18.24;11.2;74.75;1.2
05/06/2012;3;.4;13;20.6;17.08;14.4;99;1.166.667
06/06/2012;.3;1.6;14.6;22.6;18;16;92.25;.166667
07/06/2012;.8;.5;.8;21.6;17.24;15.8;87.5;1.366.667
08/06/2012;1.6;3.2;0;21.6;16.92;14.2;87.25;.5
09/06/2012;1.2;7.8;4.2;23.8;16.64;13.8;78.75;.833333
10/06/2012;1.9;7;0;23.8;15.08;8.8;83.75;.166667
11/06/2012;1.8;3.2;0;22.4;15.04;10.8;90.75;.666667
12/06/2012;.9;6.4;9;24.8;16.36;11.8;90;.5
13/06/2012;1;6.7;0;25.2;16.48;11.4;85;.5
14/06/2012;1.8;7.4;0;24.8;15.68;11;85.25;.666667
15/06/2012;1.8;8;0;23.6;13.88;8;82.25;.333333
16/06/2012;2.2;6.6;0;22.8;13.28;7;87.75;0
17/06/2012;1.7;7.5;0;24.4;14.28;8;81.75;1.033.333
18/06/2012;2.4;5.7;0;24.6;15.72;8.4;81.25;.333333
19/06/2012;2.2;1;0;21;15.88;12.4;93.75;.166667
20/06/2012;.9;0;2.6;19.2;16.8;14.4;96.5;.666667
21/06/2012;.2;.2;35.2;21.4;18.32;15.8;94.25;.5
22/06/2012;.5;2.5;26.8;22.4;17.28;14.6;87.25;.866667
23/06/2012;1.3;8.6;0;24.6;15.84;10.8;81.75;.166667
24/06/2012;2.1;6.9;0;23.2;14.28;8;89.5;.333333
25/06/2012;1.4;6.6;0;23.8;16.32;10.8;81.5;1.533.333
26/06/2012;2.3;7;0;23.2;14.68;8.8;80.75;.666667
27/06/2012;1.6;8.1;0;23.4;12.78;5.9;85;.333333
28/06/2012;2;6.7;0;22.8;14.68;8.6;86;.333333
29/06/2012;1.7;8.3;0;24.2;14.8;9.6;84.75;0
30/06/2012;2.1;7.5;0;25.4;14.44;7.8;85;.166667
01/07/2012;2.1;9.2;0;25.4;14.28;6.8;82;.7
02/07/2012;2.4;8.9;0;25;14.32;7;82.5;1.366.667
03/07/2012;2.3;8.8;0;24.8;14.44;8;82.25;.5
04/07/2012;2.2;8.6;0;23.1;14.22;7.4;73.25;.7
05/07/2012;3;9.4;0;23.8;13.48;6.6;81.25;.333333
06/07/2012;2.6;9.3;0;24.2;13.48;5.6;84.75;.5
07/07/2012;2.8;9.2;0;24.8;15.4;7.2;78;.866667
08/07/2012;2.5;6.1;0;21.6;14.56;10.4;78.75;1.9
09/07/2012;2.3;9.3;0;23;13.2;7.2;74.25;.5
10/07/2012;2.9;8.1;0;21.8;11.56;4.8;82.5;.7
11/07/2012;2.9;8.4;0;24.4;13.96;5.4;79.5;1.033.333
12/07/2012;3;6.4;0;25;15.64;9.8;80.75;1.366.667
13/07/2012;3.2;8.1;8;22.4;14.16;11.2;80.75;.7
14/07/2012;3;8.9;0;23.8;11.7;3.3;72;.333333
15/07/2012;2.6;8.4;0;23.4;12.82;3.3;77.25;1.333.333
16/07/2012;2.4;1.7;0;17.8;13.36;8.8;88;1.033.333
17/07/2012;1.1;2.9;2.8;21.9;16.66;12;80.5;1.733.333
18/07/2012;2.1;1.5;9;17.8;13.52;11.6;79.25;.666667
19/07/2012;1;8.7;4;19.8;9.92;3;85;.5
20/07/2012;1.8;8.4;0;22.2;10.24;3.4;80;.166667
21/07/2012;2.2;10.2;0;25;12.04;2;73.75;.7
22/07/2012;3.3;10;0;27.4;15.28;4.6;70.75;.333333
23/07/2012;3.6;5.7;0;27.4;17.88;11.6;76.25;.333333
24/07/2012;2.6;6.9;0;26.4;16.66;6.5;76.75;.5
25/07/2012;2.9;9.4;0;26.8;17.4;11.8;72;.333333
26/07/2012;3.3;9.9;0;26.6;15.84;8.8;76.75;.166667
27/07/2012;2.6;9.9;0;27.4;16.2;8;71.75;.5
28/07/2012;3.6;9;0;27.8;17.36;7.8;65;.5
29/07/2012;3.6;9.3;0;25.8;14.84;7.6;77.5;.5
30/07/2012;3;9.2;0;26;15.48;6.2;75;1.366.667
31/07/2012;2.9;7.2;0;24.2;15.24;9.2;76;.7
01/08/2012;2.6;2.6;0;21.8;14.96;8.6;82.5;1.033.333
02/08/2012;1.9;7.5;0;24.2;16.2;7.6;77.5;.666667
03/08/2012;2.5;8.4;0;24.8;14.96;8.4;79.75;.333333
04/08/2012;2.4;8.7;0;25.8;15.16;7.6;79;2.5
05/08/2012;2.9;7.6;0;25.2;15.92;8;79.75;1.2
06/08/2012;2.8;9.7;0;24.4;16.04;9.8;64.5;.5
07/08/2012;3.5;9.3;0;24.8;13.56;5;73.25;.666667
08/08/2012;2.9;9.1;0;24.8;13.6;4.8;77.25;.166667
09/08/2012;2.8;9.6;0;23.6;14.32;5.6;68.5;1.733.333
10/08/2012;3.1;9.9;0;23.6;13.8;5.4;75.75;.833333
11/08/2012;2.7;9.3;0;24.4;14.76;5.2;67.25;.666667
12/08/2012;3.6;9.8;0;25;15.68;5.6;63.25;.833333
13/08/2012;3.8;9.4;0;25.8;16.92;7.6;67.25;.866667
14/08/2012;3.4;8.5;0;24.8;16.76;8.2;70;1.533.333
15/08/2012;3.5;6.4;0;22.6;16.52;10.2;72;.5
16/08/2012;3.1;6.3;0;23.4;16.28;9.6;76.25;1.2
17/08/2012;2.9;9.6;0;24.4;15.72;8.2;69;1.9
18/08/2012;4;10.5;0;24.8;15.96;8.4;66.5;1.033.333
19/08/2012;4.8;10.2;0;24.8;15.84;7.4;66;.666667
20/08/2012;3.7;10.1;0;25;15.88;6.8;63.5;1.033.333
21/08/2012;4.6;7.2;0;25.2;16.28;5.8;68.25;1.2
22/08/2012;4;10.2;0;28.4;17.28;11;57.25;.5
23/08/2012;4.9;9.7;0;24.6;15.2;4.6;62.75;.833333
24/08/2012;4.3;10.2;0;26.2;16.68;7.6;63.25;1
25/08/2012;4.5;10.2;0;26.8;15.96;8.4;63.5;.5
26/08/2012;4.4;9.7;0;27.2;17.2;6.2;56.75;1
27/08/2012;4.6;7.8;0;28;19.16;11.6;63.75;1
28/08/2012;4.2;6.4;0;26.6;18.24;13.6;73;1.2
29/08/2012;3.4;9.5;4.8;25.8;17.32;11.8;67;1.7
30/08/2012;3.9;10.3;0;24.4;15.36;8.4;68;1.533.333
31/08/2012;3.9;10.3;0;27.6;16.04;6.6;67.25;.166667
01/09/2012;3.9;10;0;29.8;17.08;6.2;60.25;1
02/09/2012;4.4;9.8;0;30.6;18.24;7.4;57;1.2
03/09/2012;5.3;9.4;0;29;18.44;9.2;57.5;2.4
04/09/2012;5.6;10.3;0;25.8;17.84;12;67;1.533.333
05/09/2012;3.4;9.4;0;27.2;17.36;8.4;69.75;.866667
06/09/2012;3.1;9.7;0;28.8;18.64;9.8;65.25;.866667
07/09/2012;3.8;10.2;0;29.4;19;10.2;58.75;.666667
08/09/2012;4.9;9.9;0;29.6;19.12;10.4;62.25;.666667
09/09/2012;4.5;9.6;0;31.2;20;10.6;58.25;.5
10/09/2012;5;9.8;0;31.8;20.12;10.8;52;.666667
11/09/2012;5.8;8.3;0;30.8;19.96;10.8;57;.833333
12/09/2012;5.3;8.4;0;32.6;22.12;11;48.75;1.2
13/09/2012;7.7;7.9;0;30.6;20.28;12;66.25;1.866.667
14/09/2012;4.3;9.5;0;29.8;20.92;12.8;65.25;1.366.667
15/09/2012;4.7;9.5;0;29.8;21.88;13.8;61;2.233.333
16/09/2012;4.7;9.8;0;30.6;20.96;13.4;59.75;.666667
17/09/2012;4.6;10.1;0;31.8;21.12;11.8;57.5;.833333
18/09/2012;5.7;10.2;0;32.2;21.72;12.2;59;1.033.333
19/09/2012;5.3;9;0;32.8;22.64;12;51;1.2
20/09/2012;8.5;.5;.8;24.4;20.52;19;83.25;1.2
21/09/2012;1.5;2.5;2.8;26.2;18.92;15.8;87.25;1.033.333
22/09/2012;1.5;7.4;25.6;26.4;17.8;13.2;72.25;.833333
23/09/2012;3.2;9.6;0;25.2;17;10.4;72.5;2.7
24/09/2012;3.3;.5;0;23.2;17.96;11.8;76;1.033.333
25/09/2012;2;2;0;25.6;20.12;14.4;75.25;1.7
26/09/2012;2.8;3.4;10.8;21.6;12.6;8.6;74.5;3.066.667
27/09/2012;2.7;11.6;0;21.6;12.6;6.2;62.25;2.238.147
28/09/2012;4;11;0;23.4;13.76;4.2;56;1.533.333
29/09/2012;4.5;11;0;25.2;15.16;5.2;59.75;.166667
30/09/2012;4.3;10.9;0;26.8;16.92;7.6;58.75;.166667
01/10/2012;4.5;10.5;0;29.2;19.04;8.8;57;.666667
02/10/2012;4.5;9.9;0;32.6;22;11.8;57;.666667
03/10/2012;5.5;10.4;0;32.2;23.28;13.4;53;.5
04/10/2012;5.9;10.9;0;31.4;22.96;14;57;1.033.333
05/10/2012;5.8;7.7;0;30.6;22.6;14.8;58.75;.7
06/10/2012;5.3;9.8;0;29.8;22.96;15;48.5;1.9
07/10/2012;6;11.4;0;29.6;22.16;13;43.75;3.433.333
08/10/2012;6.9;11.2;0;29.6;22.12;13.4;43.25;2.233.333
09/10/2012;7.2;10.4;0;28.6;21.4;12.4;47.75;1.9
10/10/2012;6;10.8;0;31;20.72;11;58;.166667
11/10/2012;5.8;7.8;0;31;21.56;12.8;63.75;1.7
12/10/2012;6.3;4.4;0;28.6;19.48;15.4;81.25;2.933.333
13/10/2012;2.1;1.1;31.1;21.8;18.12;14.6;82;2.1
14/10/2012;2.2;6.4;.2;25.8;18.8;15.6;71;2.266.667
15/10/2012;2.7;11.3;.2;27.2;18.08;9.6;61.75;1.566.667
16/10/2012;4.2;8.8;0;29;19.48;10;65;.666667
17/10/2012;4.7;.4;0;20.6;18.2;16.2;83.5;.5
18/10/2012;1.1;10.7;4.3;30.4;21.44;15.6;62.5;1.533.333
19/10/2012;5.5;6.3;0;29.8;19.76;14.8;72.25;.666667
20/10/2012;3.9;3.6;2;26;21.76;14.4;74.5;1.376.293
21/10/2012;5;6.6;0;30.2;22.32;16.8;67.25;.833333
22/10/2012;4;9.3;1;31.6;23.76;17.6;65.75;1.033.333
23/10/2012;4.6;3.1;.2;29.6;22.28;18.2;85.5;1.366.667
24/10/2012;2.1;7.7;13.3;28.6;22.16;17.8;76;.866667
25/10/2012;5.6;10.5;0;31.6;24.24;17.2;68.25;.5
26/10/2012;4.7;9.5;0;33.6;24.54;18.3;60.5;.666667
27/10/2012;5.1;8.3;0;33.8;24.56;17.2;63.25;.333333
28/10/2012;5;7.7;0;34.6;24.2;17.8;70.5;.666667
29/10/2012;5.2;11.4;5.2;34.3;25.78;18;57.5;.7
30/10/2012;6.3;10.8;0;34.8;24.92;17.4;64.25;1.2
31/10/2012;5.3;7.6;1.6;35.2;23.52;17;71.25;1.2
01/11/2012;6.5;8;.6;31.2;23.56;18;66;2.2
02/11/2012;4.4;.8;4.2;25;20.68;16.8;78.25;1
03/11/2012;2.3;2.3;.2;28.2;19.8;16;84.25;.666667
04/11/2012;1.9;7;6.6;29.4;21.24;15.8;76.25;.333333
05/11/2012;3.4;9.8;0;29.6;21.96;17;72.75;1.366.667
06/11/2012;3.9;10.1;1.6;30;22.28;15.8;62.5;.833333
07/11/2012;4.6;7.9;0;29.5;20.78;15.6;75.25;3.066.667
08/11/2012;2.8;5.5;7.4;27;21.52;15;68.25;1.2
09/11/2012;4.3;.2;0;26.8;20.48;17.8;88;2.566.667
10/11/2012;1.6;0;19.6;21.6;18.96;17;95.25;1.4
11/11/2012;.6;5.3;36.6;27;21.52;18.4;89.75;1
12/11/2012;1.8;2.6;2.6;27.4;22.6;19.2;81;1.533.333
13/11/2012;2.5;1.3;.2;26;20.62;18.6;93;1.366.667
14/11/2012;2.1;2.1;.8;24.8;18.92;16.4;82.75;1.533.333
15/11/2012;1.9;4.8;8.4;24.2;18.56;13.8;81.25;1.366.667
16/11/2012;1.8;7;.2;27.6;19.96;16.2;69;2.566.667
17/11/2012;3.5;11.4;.4;27.2;18.56;11.6;67.75;2.066.667
18/11/2012;4.9;12;0;27.8;19.48;11.4;61;.333333
19/11/2012;4.8;9.6;0;27.6;21.04;12.2;69;1
20/11/2012;3.7;3.6;8;26;20.04;17;91.75;1
21/11/2012;1.3;10.7;46.4;29.4;20.84;14.4;66;2.033.333
22/11/2012;5.5;12.4;0;31.2;21.84;13.6;58.75;1.033.333
23/11/2012;5.5;12;0;32;22.44;13.4;59;.166667
24/11/2012;5.6;8.1;1;30.2;22.24;16.8;78.75;.676293
25/11/2012;2.6;.3;9;25;20.44;18.4;85;.5
26/11/2012;1.4;5.4;6.5;26.8;21.24;15.4;79.5;1.333.333
27/11/2012;2.1;2.2;0;27.4;21.38;16.6;82;.5
28/11/2012;1.9;7.3;9.1;29.4;20.56;18;85.5;.866667
29/11/2012;1.9;9.3;1;31.6;21.96;15;65.75;1.733.333
30/11/2012;5.1;10.9;0;30.8;23.56;19.8;64.5;.333333
01/12/2012;4.2;7;0;30;21.36;16.8;77.5;1.866.667
02/12/2012;3.3;6.8;23.2;29.4;20.84;17;82;1.366.667
03/12/2012;2.6;7.7;16.2;29.8;22.6;16.8;71;.666667
04/12/2012;3.2;11.4;0;31.8;24.4;16.6;64.5;1.366.667
05/12/2012;5.3;8.5;.6;32;25.48;20.6;66;1.166.667
06/12/2012;5;10.7;13.6;31.8;24.8;19.6;71;1
07/12/2012;5.2;9.1;0;33.2;23.84;18.4;77;1.7
08/12/2012;4.5;7;35;31.2;24.52;19.2;78.5;.833333
09/12/2012;3.9;6.5;0;30.8;23.92;20.2;88.75;.666667
10/12/2012;2;9.3;18;31.2;24.4;19;72.5;1.2
11/12/2012;4;5.4;1.2;30.2;23.6;20;80.25;.833333
12/12/2012;3.2;5.5;0;31.6;22.96;18.8;90.25;.166667
13/12/2012;1;8;46;31.4;21.88;17.8;86.75;.866667
14/12/2012;2.3;1.2;30.8;25.8;21.16;18.8;92;.5
15/12/2012;.9;.5;39.2;25.8;21.96;19;89.75;.833333
16/12/2012;1.5;6.1;1;28.8;22.12;19.2;82.75;1.7
17/12/2012;1.9;3.3;13.2;26.4;21.84;18.6;84.5;.5
18/12/2012;2.4;10;1.4;30.8;22.84;17.6;74.25;1.2
19/12/2012;3.4;5.1;0;31.4;22.04;16.6;92.75;1.366.667
20/12/2012;.6;8.3;53.5;32;23.4;17.6;75.5;.166667
21/12/2012;4;3.7;3;30.4;23.64;19.2;83;.833333
22/12/2012;2.4;2.1;1.4;29.2;23.28;19.6;87;.833333
23/12/2012;1.8;6.2;20.2;29.6;22.2;18.6;91.5;1.2
24/12/2012;1.7;8.1;15.6;30.8;22.64;17;75.75;.833333
25/12/2012;3;10.6;0;32.4;24.08;17.8;74;.666667
26/12/2012;4.2;10.5;0;32;24.6;18.2;69.5;1.7
27/12/2012;4.8;4.6;0;30.6;23.96;20.4;77;.866667
28/12/2012;2.8;6.5;.4;31.4;22.72;18.2;82;1.533.333
29/12/2012;2.4;5.9;4.7;30.4;21.6;16.4;81.75;.866667
30/12/2012;2.8;3.4;31.4;28.8;22.2;17.8;78.5;1.166.667
31/12/2012;1.9;9.3;1.4;31.4;24.64;18;70.75;1.533.333
01/01/2013;3.6;8.8;0;31;24.12;18.6;73.5;1.533.333
02/01/2013;4;3.2;0;29;23.4;20.4;83.75;1.566.667
03/01/2013;2.3;6.2;.6;29.6;23.36;19.2;77.25;1.7
04/01/2013;2.5;2.5;.1;29;22.32;18.8;87.5;.866667
05/01/2013;1.5;9.9;9.2;30.6;23.64;18.2;74.25;1.533.333
06/01/2013;3.5;7.9;.2;31;22.64;18.8;75.25;1
07/01/2013;3;6.1;9;30;23;17;73.75;1.4
08/01/2013;3;7.7;0;30.8;23.4;17.6;74.25;1.033.333
09/01/2013;2.9;1.3;0;27.8;21.92;18.6;88.25;.833333
10/01/2013;1.3;0;9.9;22.4;19.32;17.4;96.25;1.533.333
11/01/2013;.5;0;107.4;22.2;17.84;15.6;93.25;.333333
12/01/2013;.8;.3;24.8;22.8;18.64;15.6;88.75;.866667
13/01/2013;.6;4.5;22.6;27.4;19.64;15.4;84.5;1
14/01/2013;1.8;.9;44.6;23.6;19;16.2;93.75;1.366.667
15/01/2013;.7;5.1;24;27;19.92;16;84.75;.666667
16/01/2013;1.9;1.1;39.8;24.8;20.44;17.6;91.25;3.1
17/01/2013;.9;7.2;16.6;28.4;20.72;17;83;1.166.667
