Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s)
08/05/2021;3.2;9.3;.4;26.8;18.76;13.4;70;.333333
09/05/2021;3;8.2;0;25.8;17.92;11;70.25;.833333
10/05/2021;2.6;7.5;0;25.2;16.76;9.4;76.75;.833333
11/05/2021;2.5;8.8;0;26;15.84;8.8;80.5;.333333
12/05/2021;2.3;6.7;0;25.8;17.36;10;76;.5
13/05/2021;3;5.7;8.8;23.4;17;14;81;.333333
14/05/2021;1.4;8;0;23.6;15.28;9.6;81.25;.5
15/05/2021;2.3;2.3;0;21.4;15.76;11;88.5;.333333
16/05/2021;1;8.5;0;25.2;18.28;13.6;76.5;.333333
17/05/2021;2.5;6.9;0;24.4;15.44;10.6;84.25;.333333
18/05/2021;2.2;9;0;25.6;15.36;7.6;76.5;.333333
19/05/2021;2.4;8.1;0;25.6;14.8;8.4;73.5;.5
20/05/2021;3.2;9.4;0;26.4;14.96;7;80;.333333
21/05/2021;3.3;7.8;0;26.4;15.4;8.6;73.5;.333333
22/05/2021;3.4;3.5;0;25;15.28;8.6;86;.166667
23/05/2021;1.9;1.5;4;22.6;17.28;11.8;86;.166667
24/05/2021;1.8;6.3;0;23.4;15.32;11.6;75;1.033.333
25/05/2021;3.5;7.2;0;25.8;13.4;5;65.5;.333333
26/05/2021;4;9;0;27.4;16.64;6.6;66.75;.333333
27/05/2021;3.1;8.4;0;26.6;17.56;10;71.25;.5
28/05/2021;2.6;8.9;0;27.6;18.28;9.6;76.5;.833333
29/05/2021;3.1;5.1;0;26.8;18.92;15.6;91.75;.166667
30/05/2021;1.1;3.9;35.4;25.6;17.44;14;94.5;.838147
31/05/2021;.8;.3;2.9;20.2;16.12;13.8;96;.338147
01/06/2021;.5;5.3;13.8;24;15.76;11.8;86.25;.166667
02/06/2021;1;7.5;0;25;15.84;9;87.75;.333333
03/06/2021;1.9;6.6;0;26.6;16.44;10.6;84.5;.166667
04/06/2021;1.7;8.2;0;26.8;16.96;10;75;.833333
05/06/2021;3.4;8.5;0;25;15.28;9.6;81;.166667
06/06/2021;3.6;3.2;0;23.4;16;8.8;83;.166667
07/06/2021;.6;7.6;0;25.6;17.08;10;80;.5
08/06/2021;2.6;7.3;0;26.6;18.6;13.2;76.5;.166667
09/06/2021;2.5;7.4;0;25.6;18.28;12.8;80.5;.166667
10/06/2021;2.5;6.3;0;25;16.92;11.4;86.25;.166667
11/06/2021;2;1.9;3;21.2;16.96;13.8;88.75;.333333
12/06/2021;1.2;7.8;.8;23.4;15.04;10.4;77.25;.333333
13/06/2021;2.3;8.1;0;23.6;14.48;7;74.75;.333333
14/06/2021;2.2;6;0;22.2;12.72;7;83.5;.333333
15/06/2021;1.7;7.1;0;24.2;13;5.6;80.5;1.1
16/06/2021;2;7.3;0;24.2;15.44;8.2;75.75;.166667
17/06/2021;2.6;5.6;0;22.2;13.68;8.6;79.75;.166667
18/06/2021;1.9;7.4;0;23.6;13.8;5.4;75.75;.666667
19/06/2021;2.4;4.7;0;22.8;14.68;8;83.5;.166667
20/06/2021;1.7;6.2;0;23.2;17;12;75;.166667
21/06/2021;2.9;8.1;0;23.4;14.68;10;72.75;.333333
22/06/2021;2.9;0;3.6;16.4;13.16;9;96.25;.166667
23/06/2021;.2;5.9;5.6;23;15.36;11.6;80;.166667
24/06/2021;1.6;6.5;0;22.4;12.6;6.4;85.75;.166667
25/06/2021;1.6;7.3;0;27;15.56;7;79;0
26/06/2021;2.4;6.7;0;26.4;16.84;8.4;70.25;.333333
27/06/2021;3;7.3;0;24.4;14.16;8.4;80;.5
28/06/2021;2.5;8.2;0;24.6;13.04;4.6;77.25;.5
29/06/2021;2.9;8.1;0;22.4;14.04;6;75.75;1.366.667
30/06/2021;3;7.3;0;20.6;11.84;7;66.5;.5
01/07/2021;2.8;8.1;0;22.8;10.48;1;60.75;.5
02/07/2021;.6;8.2;0;22.4;10.6;1.4;75.5;.333333
03/07/2021;2.2;8.2;0;23.4;11.8;3;73.25;.333333
04/07/2021;2.4;6.5;0;23.6;13.16;6;75.5;.166667
05/07/2021;2.4;6.6;0;22.4;12.76;4.8;76.5;.166667
06/07/2021;2.6;3;0;21;13.32;6.8;73.75;.166667
07/07/2021;1.6;7.6;0;22.4;12.04;4.6;71.25;.333333
08/07/2021;2.9;8.2;0;23;11.88;4;73.5;.333333
09/07/2021;2.6;7.6;0;23.2;12.12;3;72;.333333
10/07/2021;2.9;7.8;0;24;12.04;3.6;70;.166667
11/07/2021;2.7;7.6;0;24;12.28;3.6;69.25;0
12/07/2021;3.2;8.3;0;24.6;12.8;4.6;69;.166667
13/07/2021;3.3;8.8;0;25;13.84;4.6;69;.166667
14/07/2021;2.9;7.7;0;24.2;13.68;6.6;77;1.7
15/07/2021;3;8.8;0;24.8;14.32;6;72.25;.166667
16/07/2021;3.3;7.8;0;27.2;15.92;7;81.25;.166667
17/07/2021;3.5;7.9;0;26.8;16.64;9.2;73.5;.333333
18/07/2021;4;1.4;0;25.8;16.16;10;66;.166667
19/07/2021;2.7;8.1;0;22.2;10.6;3.4;59;1.866.667
20/07/2021;4.5;8.7;0;23;10.48;1.2;75.25;.166667
21/07/2021;3.4;5.8;0;24.2;11.64;1.6;65.5;.666667
22/07/2021;2.9;9;0;26.4;13;2.6;59.25;.333333
23/07/2021;3.8;8.8;0;25.8;12.6;2.2;61;.333333
24/07/2021;4;8.7;0;24.6;12.2;2.2;65;.166667
25/07/2021;3.2;8.8;0;26;12.88;3.4;62.75;.666667
26/07/2021;4;8.4;0;25.2;12.88;3.6;63.75;.333333
27/07/2021;3.9;8.7;0;27.2;14.64;3.8;63.75;.166667
28/07/2021;3.6;0;.3;16.4;13.2;10.6;92;1.366.667
29/07/2021;1.3;9.7;5.8;18.2;9.48;5;63.5;.166667
30/07/2021;2.7;8.3;0;20.4;9.2;.4;66.75;.666667
31/07/2021;2.8;8.8;0;23;10.72;1.2;65;.166667
01/08/2021;3.2;8.5;0;23.6;12.88;2;64.75;.5
02/08/2021;3.1;9.2;0;24;13.64;5;69.25;.5
03/08/2021;3.1;7.3;0;23.4;14.72;8.2;73.25;.666667
04/08/2021;2.8;8.2;0;25;14.72;8.6;66.5;.833333
05/08/2021;3.3;7.2;0;22.8;13.32;5;69.5;.333333
06/08/2021;3.7;8.6;0;24;15.08;6.4;63.5;.666667
07/08/2021;3.3;9.4;0;22.4;13.84;7;66.5;.333333
08/08/2021;3.5;7.4;0;24.6;14.84;6;67.5;.833333
09/08/2021;3;8.1;0;26.4;14.88;7.6;68.5;.666667
10/08/2021;3.4;9.6;0;26.6;15.16;5.6;65.75;.166667
11/08/2021;3.5;9.2;0;29.4;17.24;6.8;61;.866667
12/08/2021;4.8;8.3;0;27;17.96;10.4;66;.5
13/08/2021;3.3;6.1;0;26.2;17.24;10;76.75;.5
14/08/2021;2.7;7;0;27.2;16.56;10.2;79.75;.166667
15/08/2021;1.7;7.3;1.8;28.2;17.36;10.6;70.75;.504813
16/08/2021;3.1;7.2;0;28.4;17.16;11.4;73.75;.833333
17/08/2021;3.4;7.6;5;27.8;16.56;9.4;76;.166667
18/08/2021;2.5;9.3;0;30.8;18.88;8.8;58.5;.333333
19/08/2021;4.7;9.7;0;29.2;19.48;10.2;53;.5
20/08/2021;5.2;9.3;0;29.2;17.68;9;56;.333333
21/08/2021;4.9;9.7;0;30;17.6;7.8;55.25;.166667
22/08/2021;3.9;9.7;0;28.6;16.16;6.6;56;.166667
23/08/2021;5.5;10.2;0;29.4;17.64;7.4;57.75;.5
24/08/2021;4.9;9.4;0;30.6;18.52;8.2;54.5;.333333
25/08/2021;4.9;9;0;29.4;18.28;9;58.25;.5
26/08/2021;4.7;9.3;0;30.6;19;9.4;58.25;.333333
27/08/2021;4.7;7.2;0;30.6;19.8;11.6;64;1.166.667
28/08/2021;4.7;2.3;0;22.1;17.58;12.8;75;.333333
29/08/2021;2.2;5.1;0;25.2;18.44;12.8;68.75;1.366.667
30/08/2021;3.3;10.2;0;26.8;17.96;12.4;65.75;1.166.667
31/08/2021;14.3;10.4;0;27;17.36;9.4;63;.333333
01/09/2021;4.4;10.4;0;27.2;17.48;10;62;.666667
02/09/2021;4.7;10.4;0;27.4;18.6;8.4;57.75;.5
03/09/2021;4.3;9.4;0;29.6;19.32;10.4;57;.666667
04/09/2021;4.3;9.5;0;31.2;19.76;10;53.75;0
05/09/2021;5.7;8.5;0;33;21.12;10.2;49.75;.166667
06/09/2021;6.3;10.2;0;34.6;22.36;11.8;50.25;1.566.667
07/09/2021;7.4;9.5;0;31.4;21.4;11.8;58.25;.5
08/09/2021;4.7;9.2;0;32.2;22.4;13.2;60.25;.833333
09/09/2021;5.4;8.2;0;34.3;23.26;17;65.75;.5
10/09/2021;6;1.2;2.2;26.6;21.44;18;82;.504813
11/09/2021;1.8;4.9;0;30.8;21.36;17.4;74.5;.5
12/09/2021;3.3;9.5;13.6;32;20.8;15.2;72.25;.333333
13/09/2021;3.9;9.5;0;33;22.44;14.8;62.5;.666667
14/09/2021;4.9;5.4;0;33;22.04;14.4;57;.333333
15/09/2021;3.5;1.2;0;28.2;21.4;15.6;66.75;.666667
16/09/2021;3.8;10;0;30.4;23.16;19.4;65;.5
17/09/2021;4.8;8.7;0;28.8;22.24;16.4;65.25;.333333
18/09/2021;4.2;9.3;0;32.6;23.64;15.2;60;.5
19/09/2021;4.7;8.4;0;34.2;23.8;16;60.5;.333333
20/09/2021;5;10.5;0;34;24.52;16;54.25;.5
21/09/2021;5.7;9.7;0;36.6;23.56;16;60;1.666.667
22/09/2021;7.1;8.2;0;26.2;18.36;14.8;59.75;2.366.667
23/09/2021;4.5;10.7;0;28.4;17.84;8;48.75;.333333
24/09/2021;5.7;10.1;0;29.8;19.48;7.8;56.5;1
25/09/2021;5.1;6.8;0;31.4;20;13;67.75;.166667
26/09/2021;3.1;7.3;4;31.6;19.92;13.6;71.25;.166667
27/09/2021;3.3;8.6;3.6;32.4;21.84;13.6;62;.166667
28/09/2021;4.4;9.3;0;32;22.26;14.2;56.5;.333333
29/09/2021;4.9;8.4;0;32.2;21.72;14.4;69;2.4
30/09/2021;4.2;10.5;3.8;31.6;22.36;16.2;63.75;.333333
01/10/2021;4.2;7;0;32.2;21.24;15;76.25;1.2
02/10/2021;3.6;6.8;4.5;31.6;21.28;17;81.5;.504813
03/10/2021;3.2;8.3;1;31.6;21.68;16.8;79.75;.67148
04/10/2021;3.9;3.1;31.2;28.4;21.04;17.4;87;.838147
05/10/2021;1.2;5.4;4.2;30.8;22.2;17.8;74.5;.666667
06/10/2021;2.6;9.3;0;30.4;23.08;16;69.25;.5
07/10/2021;3.7;4.5;3.4;27.8;20.92;17.2;80.75;.67148
08/10/2021;2.3;5.8;6.2;26.8;20.28;15.8;74;.5
09/10/2021;3;1.4;0;23.8;19.24;14.6;78;.166667
10/10/2021;1.1;0;21.6;20;17.2;15.6;97;.166667
11/10/2021;.9;0;10.4;19.2;17;15.8;98.25;.5
12/10/2021;.6;12.2;17.2;21.6;17.8;14.8;86.75;.166667
13/10/2021;1.6;7.2;0;27.2;19.36;15.4;73.25;.5
14/10/2021;3;7.4;0;29.8;20.8;12.6;69.5;.333333
15/10/2021;3.4;7.2;0;29.4;22;15.4;72.5;.666667
16/10/2021;3.6;3.6;19;28.8;22.16;19;85.25;.338147
17/10/2021;2.5;5.4;0;29.2;21.48;18.6;86.25;.166667
18/10/2021;1.8;.9;16.2;24;18.56;16.2;98.5;.338147
19/10/2021;.7;.5;14.6;22.6;17.64;15.6;89.25;.604813
20/10/2021;1;.5;35.8;19.4;15.72;12.8;81;1.004.813
21/10/2021;1.8;7.6;0;23.6;17.12;10.6;68;.166667
22/10/2021;2.5;10.2;0;27;18.4;12.8;68.75;.833333
23/10/2021;3.7;10.7;0;29.2;20.68;10.8;61.75;.333333
24/10/2021;4.5;.7;5.4;24.4;20.2;17.2;83;.166667
25/10/2021;2;4.8;5.4;27.6;21.12;16.8;75.75;1
26/10/2021;3.1;.9;7.4;26.2;21.44;17.4;84;.338147
27/10/2021;1.7;4.6;0;27.8;21.64;17.6;84.75;.666667
28/10/2021;1.8;0;2.2;25.8;20.96;17.8;79.5;.333333
29/10/2021;2;4.2;0;26;20.32;16.8;83;.333333
30/10/2021;2;8.3;2.4;28;20.8;15.8;73.75;.504813
31/10/2021;2.9;0;0;21.4;18.64;16.6;92;.333333
01/11/2021;.9;.3;63.1;20.6;17.4;16.2;98.25;.676293
02/11/2021;.4;7.8;25;29.2;19.92;13.8;75.75;.504813
03/11/2021;2.9;9.8;.2;29;21.84;15.8;72.25;.5
04/11/2021;3.8;10.5;4.4;30.4;21.4;14.6;67.5;.504813
05/11/2021;3.8;9.4;0;31.2;22.08;15.2;65.75;.5
06/11/2021;4.3;11.7;7.6;31.8;22.28;16.8;60.25;.509627
07/11/2021;4;11;1.8;31.2;22.76;15.4;62;.504813
08/11/2021;4.2;6;0;31.2;21.4;17;78;.666667
09/11/2021;3;8.4;6.6;30.2;21.92;16.4;71.25;.504813
10/11/2021;3;7.9;0;30;21.56;16.8;78.75;.333333
11/11/2021;3;0;13.8;20.2;17.16;16.4;95.25;0
12/11/2021;.6;0;1.4;22.2;17.32;15.2;77.25;1.176.293
13/11/2021;2.1;10.2;10.2;26.2;20.6;19;66.5;.504813
14/11/2021;3.4;11.1;15.4;27.6;21.24;19;68.75;.666667
15/11/2021;4.2;8.4;0;27.2;19.2;12;64.5;.166667
16/11/2021;4;11.6;0;28.6;20.48;11.4;56.75;.333333
17/11/2021;4.8;11.8;0;30.8;21.2;12.8;62;.833333
18/11/2021;5.5;0;0;24.2;19.36;15;88.25;.166667
19/11/2021;1.1;0;50.8;22.8;19.68;17;95.75;1.181.107
20/11/2021;1.2;8.1;44.1;29.6;21.68;18.2;73.5;.504813
21/11/2021;3.4;10.9;0;29.6;21.2;15;68.5;.833333
22/11/2021;3.7;10.3;0;29.8;21.92;16.6;65.75;.666667
23/11/2021;4.7;10.3;0;32.8;22.12;14.2;56.75;.333333
24/11/2021;4.4;10.4;0;32.4;21.42;3.7;73;.666667
25/11/2021;5.2;7.6;0;30.2;21.48;15.6;84;.5
26/11/2021;2.4;0;10.6;22.2;18.96;15.8;93.75;.666667
27/11/2021;1.2;9.2;21.5;29.2;22.04;17.4;67.75;.338147
28/11/2021;4;11.1;0;30.4;22.72;16.6;60;.333333
29/11/2021;4.8;8.5;0;32;23.52;15.6;67.5;1.033.333
30/11/2021;3;1;26.8;24.5;20.22;16.2;92.75;.338147
01/12/2021;2;10.4;23.4;30.2;22.96;18.6;72.25;.7
02/12/2021;4;9.7;0;30.6;22.68;16.6;62.25;.5
03/12/2021;2.8;7.1;.2;29;20.68;15.8;80.5;.333333
04/12/2021;2.4;11.5;4.4;28.2;21.52;14.6;71.75;.504813
05/12/2021;3.6;8.5;0;29.4;21.12;15.8;76.5;.833333
06/12/2021;3.3;3.4;7.6;24;19.88;16.8;89.5;.676293
07/12/2021;1.7;6.9;1.8;25.6;19.8;15.4;69.5;2.238.147
08/12/2021;3;4.7;0;24;18.36;15;85.5;1.333.333
09/12/2021;1.5;10.5;18.4;26;18.96;12.6;69.5;.504813
10/12/2021;3.2;11.5;0;28.6;20.92;13.2;71.25;.666667
11/12/2021;4;8.9;0;30;21.84;14.4;72.75;.333333
12/12/2021;3.3;.2;2.2;24.8;21.16;19.2;93.75;0
13/12/2021;.8;1.6;10.2;26.6;22.36;19;84.5;.504813
14/12/2021;1.8;2.3;15.4;28.2;22.8;19;85.5;.166667
15/12/2021;1.9;0;19.5;23.8;21.52;19.6;94.25;.338147
16/12/2021;1;3.5;8.5;29.4;22.4;19.6;83.75;.338147
17/12/2021;1.8;.2;18.8;25.8;21.24;19.6;95;.338147
18/12/2021;.9;5.9;24.4;27.8;21.84;19;81.5;.504813
19/12/2021;2.4;9.6;9.2;28.6;21.04;15.2;68.75;.333333
20/12/2021;3.3;10.2;0;29.4;21.44;14.4;67.5;.666667
21/12/2021;4.7;9.7;0;30;22.2;17;69;.333333
22/12/2021;4.1;6.5;0;30;22.48;16.8;75;.666667
23/12/2021;3.4;6.1;7.8;27.2;20.32;17;75;.504813
24/12/2021;2.5;9.7;0;29;19.8;11.4;89.5;.833333
25/12/2021;4.2;9.4;0;27.2;20.08;11.6;66.25;.5
26/12/2021;3.5;10.6;0;30;21.88;13.8;63;.833333
27/12/2021;3.9;7.3;0;28.6;21.2;14.8;74;.833333
28/12/2021;3;4.2;.4;27.2;20.12;14.8;85;.166667
29/12/2021;1.7;6.6;1.2;29;21;16.4;80.5;2.233.333
30/12/2021;2;0;20.6;22.8;19.28;17;96.5;.166667
31/12/2021;.6;0;40.8;20;18.36;16.8;95.25;117.148
01/01/2022;.5;.5;69.4;24;19.32;16.8;93.5;.84296
02/01/2022;.6;2.1;52.6;25.6;21.08;18;90.75;.838147
03/01/2022;1;1;27.1;27.4;21.72;19.2;98;0
04/01/2022;1.1;1.2;9.2;26.4;21.4;19;93;.51444
05/01/2022;1.5;.1;34.4;24.6;21.28;19.4;96;101.444
06/01/2022;.6;2.9;48.6;28;21.52;19.2;97;.50722
07/01/2022;1;.4;53.6;25.6;20.56;18.6;93;101.444
08/01/2022;1.2;0;6.1;23.8;20.08;17.8;88;100.722
09/01/2022;null;.5;null;null;null;null;null;null
10/01/2022;2.6;.7;9.2;26;20.12;16.6;97;.5
11/01/2022;.9;2.9;12.4;26;20.28;18;94;0
12/01/2022;1.6;3.5;23;28;22;17.8;94;0
13/01/2022;1.6;7.4;5.2;30.2;23.16;18.4;85;.5
14/01/2022;3;8.8;0;32.2;23.72;18;85;.5
15/01/2022;2.8;3.6;0;29.4;21.24;17.6;94;0
16/01/2022;null;8.5;null;null;null;null;null;null
17/01/2022;4.8;8.4;13.7;30.8;22.8;17.2;84;100.722
18/01/2022;3.3;8.5;.4;31.2;23.48;18;78;.25722
19/01/2022;3.2;10.2;0;32.4;22.2;16.4;85;.75
20/01/2022;3;8;5.4;31;22.08;15.8;88;.50722
21/01/2022;2.5;9.2;10.2;32.6;23.72;16.8;87;0
22/01/2022;3.8;7.5;0;32.2;24.2;18.6;80;.75
23/01/2022;null;8;null;null;null;null;null;null
24/01/2022;5.3;7.8;15.8;31;23.32;17.8;82;.25722
25/01/2022;2.8;10.6;0;31.2;23.52;17;76;.25
26/01/2022;4;8.1;0;30.6;22.96;18.2;78;.75
27/01/2022;3.3;8.3;23;30;22.48;16.8;86;.50722
28/01/2022;2.9;3.8;0;28.4;23.16;17.6;84;.5
29/01/2022;2.4;.8;42.8;25.8;20.44;18.8;98;.50722
30/01/2022;null;1;null;null;null;null;null;null
31/01/2022;1.6;1.5;76.7;25.6;21.2;18.2;91;.75722
01/02/2022;null;.5;3.9;26.2;21.68;18.8;84;.17148
02/02/2022;null;.1;2.6;25.2;21.2;19.4;88;102.888
03/02/2022;null;4;3;null;null;18.8;84.5;.34296
04/02/2022;null;1.5;3;27.8;22.72;19.8;86.75;.68592
05/02/2022;null;7;8.8;28.8;22.32;18.8;87;.34296
06/02/2022;null;.3;16;26.8;21.44;19.6;90;.34296
07/02/2022;null;.9;7.5;25.8;21.24;19.4;93;.68592
08/02/2022;null;3.1;33;28.4;21.04;18.6;87.75;.34296
09/02/2022;null;0;24;23.2;19.8;17;85.5;.8574
10/02/2022;null;6;0;27.6;21.6;17.8;80.25;.51444
11/02/2022;null;3.8;7.4;28.2;21.6;18.4;81.75;.51444
12/02/2022;null;9.8;0;29.8;21.4;16.6;77.75;.34296
13/02/2022;null;8.8;26;29.8;22.72;17.8;79;.34296
14/02/2022;null;6.1;.2;29.2;22.92;20.8;79.75;.8574
15/02/2022;null;6.2;.3;30.8;22.08;17.2;87;.34296
16/02/2022;null;8.3;.6;31;20.68;15.8;80.25;.17148
17/02/2022;null;7.7;2.8;29.2;21;15;78;.34296
18/02/2022;null;1.9;9.3;25.6;19.96;15.6;86.25;.51444
19/02/2022;null;1.6;1.4;25.4;20.92;18.6;86;.51444
20/02/2022;null;4;7;26.6;21.2;18.4;82.5;.51444
21/02/2022;null;9.3;0;30.4;21.68;17.2;81.75;.51444
22/02/2022;null;9.3;21.4;31.2;22.84;16.6;72.25;.34296
23/02/2022;null;10.3;5.2;32;23.2;17;75;.51444
